,title,body
62,"
				제주신화페스티벌 프로그램 및 푸드 아이디어 공모 결과 발표
			","


			제주신화페스티벌 프로그램 및 푸드 아이디어 공모에 참여해주신 여러분께 감사드리며 심사결과를 알려드립니다.
 



분 야
시상구분
아이디어 명
시상내역


프로
			그램
대상
도깨비불처럼 신비한 신화속으로
상금
			100만원


최우수
와리지맙逍
각 상금
			50만원


최우수
신과 함께하는 할로영산


우수
신화 속 주인공은 나야나
각 상금
			20만원


우수
제주신화 가면(mask) 페스티벌


우수
어서와 제주 신은 처음이지?


우수
설문대할망, 함께하실?(신화와 우리의 연결고리)


우수
농경의 신 자청비가 제주에게 준 선물


푸드
대상
탐라소보루빵, 탕후루에 꽃이 피었네, 꿀꿀모찌, 감귤구슬티, 귤청밀크티
상금
			100만원


최우수
세 을나와 흑돼지 마농소스 숯불구이, 설문대 할망이 끓여주는
			세가지 가마솥수프
각 상금
			50만원


최우수
신화도시락, 동고랑과 차롱


우수
메밀브리또
각 상금
			20만원


우수
제주인싸이드


우수
영등할망표 보말 샐파



※ 푸드분야의 경우 우수에 해당하는 아이디어가 3건으로 나머지 2건의 우수상은 시상하지 않음
문의처 : (064)-797-5744
                                                                   감사합니다.
"
63,"
				2019 홈페이지 이용고객 정보수요분석 보고서
			","



기관 홈페이지 방문자 정보접근성 및 이용편의를 증대하기 위하여
2018년 홈페이지를 방문한 이용고객의 검색어 키워드 및 카테고리를 분석한 보고서입니다.
분석결과를 토대로 홈페이지를 개선한 부분과 추가 반영계획에 대한 내용 또한 수록되어있으니
참고하여주시기 바랍니다.
		"
64,"
				JDC 일자리 지원 공간(J-CUBE) 위탁운영기관 모집 공고
			","


			JDC 일자리 지원 공간(J-CUBE) 위탁 운영기관 모집 공고
 
제주국제자유도시개발센터(JDC)는 지역 특성을 반영한 취업·창업 프로그램 운영 및 종합적이고 체계적인 지원서비스 제공으로 JDC 일자리 지원 공간(J-CUBE)을 운영할 기관 모집을 다음과 같이 공고합니다.
2019년 3월 14일
제주국제자유도시개발센터 이사장
 
1. 사업개요
 
ㅇ (사 업 명) JDC 일자리 지원 공간(J-CUBE) 위탁 운영기관 모집 공고
ㅇ (사업내용)
- 취업 지원 프로그램 운영을 통한 취업상담 및 취업매칭, 맞춤형 취업 컨설팅 등 진로지도 상담, 취업 지원 사후관리
- (예비)창업자 역량강화를 위한 창업 교육 One-stop 체계 구축
  ※ 세부내용은 ‘제안요청서’ 참조
ㅇ (사업기간) 2019년 5월 1일 ~ 2020년 2월 29일
ㅇ (사업예산) 금삼억원정(₩300,000,000)
 
2. 신청자격
ㅇ 비영리 민간단체지원법 제4조 및 동법시행령 제3조에 의하여 비영리단체로 등록된 법인·단체 ※ 지역 제한 없음
- J-CUBE 운영을 위한 사업계획 수립 및 취업·창업 교육 관련 전문지식 및 경험과 J-CUBE 운영에 적합한 인적·물적 인프라를 갖추고 있어야 함
ㅇ 「국가를 당사자로 하는 계약에 관한 법률」제27조 및 「공기업·준정부기관 계약사무규칙」제15조에 해당하는 경우(부정당업자)는 신청할 수 없음
 
3. 신청서 제출
ㅇ 접수기간 : 2019년 3월 14일(목) ~ 3월 26일(화) 18시 마감
ㅇ 접수방법 : 직접방문 또는 우편접수 ※우편접수는 3월26일 18시 전 담당자 수령 기준
ㅇ 접 수 처 : 제주특별자치도 제주시 첨단로 213-4 제주첨단과학기술단지 엘리트빌딩 4층 일자리혁신팀
ㅇ 제출서류 : 제안요청서 참조
 
4. 위탁기관 선정
ㅇ 선정방법 : 서류 및 제안서 평가(사업계획 제안 설명 PT발표 및 질의응답)
ㅇ 평가일정 및 장소 : 개별 통보
ㅇ 결과발표 : 최종 선정기관 개별 통보
ㅇ 추후일정 : 최종 선정기관과 선정 통보일로부터 5일 이내 협상 후 10일 이내 업무협약 체결
 
5. 기타 유의사항
ㅇ 공개모집과 관련하여 제출된 서류는 일체 반환하지 않음
ㅇ 공개모집에 응모하고자 하는 신청자는 JDC 홈페이지(www.jdcenter.com) 모집공고, 제안요청서 등 관련내용을 완전히 숙지하고 공개모집에 임하여야 하며, 이를 숙지하지 못하여 발생한 사항에 대한 책임은 신청자에게 있음
ㅇ 제출된 서류의 내용이 사실과 다를 경우 위탁기관 선정을 무효로 할 수 있으며, 향후 공모참가 제한 등 제약을 받을 수 있음
ㅇ 문의안내
- 담당자 : 제주국제자유도시개발센터 일자리혁신팀 유동소
- 전 화 : 064)797-5655 / E-mail : eoauddurh@jdcenter.com
 
		"
65,"
				제주신화페스티벌 프로그램 및 푸드 아이디어 공모전 공고
			","


			JDC제주신화페스티벌 프로그램 및 푸드 아이디어 공모전 공고
 
제주국제자유도시개발센터는 제주신화페스티벌 발전을 위한 대중들의 다양한 의견을 수렴하고자‘JDC 제주신화페스티벌 프로그램 및 푸드 아이디어 공모전’을 개최하고자 합니다. 관심 있는 국민 여러분의 많은 참여 부탁드립니다.
 
2019년 3월 11일
제주국제자유도시개발센터 이사장
 
1.축제개요
ㅇ 축 제 명 : 제주신화페스티벌
ㅇ 축제기간 : 2019. 10. 4.(금) ~ 10. 6.(일)
ㅇ 축제장소 : 신화역사공원 일원
ㅇ 주최/주관 : 제주국제자유도시개발센터
※ 축제 기간 및 장소는 추후 변경될 수 있음
 
2. 공모개요
ㅇ 공 모 명 : 제주신화페스티벌 프로그램 및 푸드 아이디어 공모
ㅇ 공모기간 : 2019. 3. 11.(월) ~ 4. 5.(금)
ㅇ 참가자격 : 대한민국 국민으로서 참신한 아이디어를 가진 누구나 가능
ㅇ 공모분야 : 2개 분야(1분야 1회 응모가능)
  - 프로그램 분야
    ‘제주신화·전설’을 소재로 하며 남녀노소의 흥미를 유발하고 실현가능한 프로그램
  - 푸드 분야
    ‘제주신화·전설’스토리텔링을 입힌 제주로컬푸드를 활용한 축제 특화 푸드
    ※ 축제 특징을 참신하고 창의적으로 표현한 푸드

3. 접수관련 사항
ㅇ 접수기한 : 2019. 3. 11.(월) ~ 4. 5.(금) 18시 까지(18시 이후 접수 받지 않음)
ㅇ 접수방법 : 방문, 우편 또는 e-mail 접수
   - 방문제출 : 주말 및 공휴일 접수 불가
   - 우편접수 : 제출기한까지 도달한 건에 한하여 접수
     ※ 제안서 및 개인정보수집동의서(붙임참조) 제출 시 서명 필수
ㅇ 접 수 처
   - 우편주소 : 제주특별자치도 제주시 첨단로 213-4 제주첨단과학기술단지 엘리트빌딩 306호 관광산업처
   - e-mail주소 : jdcfest@jdcenter.com
 
4. 유의사항
ㅇ 제안서에 대한 지적재산권(2차 저작물 작성권 및 사용권 포함)은 JDC에 귀속되어 수정 및 보완하여 사용할 수 있으며 응모(접수)된 제안서는 일체 반환되지 않음
ㅇ 수상작과 관련하여 지적재산권 분쟁 등 법적 분쟁 발생 시 제안자 본인에게 책임이 있으며, 저작권 침해 우려가 있는 경우 수상을 취소하고 상금을 환수 조치할 수 있음
ㅇ 표절 또는 기존 공모전 출품작과 유사한 작품은 수상에서 제외되며 수상 이후라도 위반사실이 밝혀진 경우 수상을 취소함
ㅇ 수상작은 제주신화페스티벌 각종 행사 등에 활용되며 필요시 수정 및 보완될 수 있음
ㅇ 제출작 중 적합한 작품이 없을 경우, 해당 당선작을 선정하지 않을 수 있음
ㅇ 상금에 대한 제세공과금을 수상자가 부담함
 
5. 심사 및 시상관련 사항
ㅇ 심사 및 수상작 발표
   - 심사일정 : 4월 중 예정
   - 심사방법 : 2단계로 나누어 실시 ※ 부문별 제안건수 10건 미만 시 1차 심사 생략
    · (1차) JDC 내부 서류심사, 2차 심사대상 선정(분야별 10건 내외)
    · (2차) 별도 심사위원회 구성, 내·외부 심사위원 서면심사
  * 주제적합성(30), 경제성(10), 독창성(20), 실현가능성(30), 대중성(10)
ㅇ 선정방법(분야별 동일)
  - 평가 총점은 평가항목별 심사위원들의 점수를 산술평균 하여 고득점 순으로 선정
  - 동점일 경우 배점기준이 높은 평가항목(고득점) 순으로 선정
ㅇ 선정결과 발표 : 2019. 4. 12.(금), 개별통보 및 JDC홈페이지 공지
    ※ 선정결과 발표일은 사정에 따라 변경될 수 있으며 변경 시 홈페이지에 공지
ㅇ 분야별(프로그램, 푸드) 시상계획(제세공과금 포함, 별도시상식 없음)
   - 대상(1명) : 1,000,000원
   - 최우수(2명) : 각 500,000원
   - 우수(5명) : 각 200,000원
   ※ 시상내역은 접수규모 및 내용에 따라 변경 가능
 
6. 기타사항
ㅇ 본 공모에 대한 세부사항은 제주국제자유도시개발센터 홈페이지 공지사항을 참고하시기 바랍니다.
ㅇ 상기 공고내용은 제주국제자유도시개발센터 사정에 따라 변경될 수 있으며, 관련 사항은 센터 홈페이지에 공지합니다.
ㅇ 기타 문의사항은 제주국제자유도시개발센터 관광산업처(☎064-797-5744)로 문의하시기 바랍니다.

 
		"
66,"
				JDC, '사랑의 리모델링' 사업 지원 신청자 모집공고
			","


			JDC 사랑의 리모델링 사업 안내
[1. 사업개요]
1. 사 업 명 : JDC 사랑의 리모델링
* 보일러 교체, 전기공사, 도배, 장판, 싱크대 교체 등 소규모 집수리 지원 사업
2. 사업기간 : 2019. 02. 01 ~ 2019. 12. 31 (11개월)
3. 사 업 비 : 금274,000,000원 (금이억칠천사백원)
4. 지원대상 : 도내 저소득 아동 가구 및 사회복지시설
5. 대상자선정 : 심사평가위원회에서 선정
6. 공사진행 : 전자입찰을 통한 업체선정․ 사업비 일괄 집행
7. 사업비집행주체: 초록우산 어린이재단
 
[2. 주요 사업내용]
1. 지원규모: 아동가정 가구 22세대, 사회복지시설 11개소에 지원
가. 아동가정 가구 세대 당 최대 500만원(22세대)
나. 사회복지시설 개소 당 최대 1,500만원(11개소)
* 공사규모에 따라 가구별 시설별 금액 상이

2. 지원내용 : 주거시설 성능개선 및 생활편의 개선 등에 지원



서비스 분류
서비스 내용


주거시설
			성능개선
방수, 지붕, 창호, 목공사, 조적․미장 및 타일공사, 난방, 단열, 보일러교체, 상․하수공사, 전기공사, 스프링클러, 방범창 설치 등


생활편의개선
씽크대, 신발장, 이불장, 서랍장, 책상, 의자 등 가구교체,
			도배․장판공사, 위생기구교체



* 단, 전자제품 및 생활용품은 제외

[3. 세부 추진계획]
1. 지원대상 신청조건: 아래의 조건을 모두 충족한 경우에 해당
가. 아동가정 가구
ㅇ 기준 중위소득 60% 이하인 가정
* 한 부모 가정 및 조손가정 지원 대상 선정기준 기준 중위소득 60% 이하,
복지급여 지급기준 중위소득 52% 이하(‘18년 기준)
ㅇ 최근 2년 이내 주거환경개선 서비스를 받지 않은 가정
ㅇ 임대인과 주거 환경개선에 대한 합의가 된 가정(임차인해당)
나. 사회복지시설
ㅇ 기관대표자 및 법인(종교, 사회복지법인 등) 소유의 건물
ㅇ 최근 3년간 유사사업으로 지원을 받은 사실이 없는 곳
* 단, 신청수가 지원 대상 수에 미치지 못할 경우, 차 순위 (2년 이내 지원을 받은 사실이 없는 시설, 1년 이내 지원을 받은 사실이 없는 시설) 순으로 신청조건을 확대할 수 있음
<지원 제외 대상>



1.건물(토지포함) 등기부 등본 상 압류․가압류․가등기 및 소유권 행사에 제한이
			되는 가처분․예고등기 등이 있는 건물(토지포함)
			2. 조건부 신고필증 미 취득 신고 기관
			3. 미등기 건물 및 건축물관리대장 상 위반건축물로 확인된 건물
			4. 최근 5년 이내에 준공된 곳
			5. 시설(기관)장의 비위, 보조금 집행관련 행정처분, 안전사고 등 사회적 물의
			를 일으킨 사례가 있는 곳
			6. 정치적 또는 종교적 목적을 지향하고 있는 사업 또는 기관
			(단, 사회복지사업을 수행하는 종교법인 내 기관에서 지원하는 경우 가능)
			7. 정부 및 지자체, 병원 등 공공의 목적으로 운영되는 기관
			8. 사회적기업, 협동조합 등 이윤창출을 위해 활동하는 단체 또는 기관
			9. 사랑의 리모델링 서비스 지원 후 임대인과의 계약파기 가능성이 있는 경우
			(임차인이 신청한 경우)



 
2. 대상자 선정
가. 제출서류



구분
접수서류
비고


아
			동
			가
			구
JDC 사랑의 리모델링 사업 신청서 1부
공사관련 사진 원본 요청


개인정보수집․활용․제공동의서 1부
․ 자가: 신청자용 1부
			․ 임차인:신청자/임대인용 각1부


주민등록등본 1부
 


임대차계약서 1부
임차인 해당


건축등기부등본 사본 1부 (주택소유자 확인)
자가 소유 해당


공사 견적서 1부
 


수급자
수급자증명서 1부
 


차상위
			계층
차상위 본인부담 경감대상자 증명서1부
			한부모가족증명서 1부
 


일반
			저소득
급여명세서 (1순위)
			근로소득원천징수영수증(2순위)
			건강보험료 납부확인서(3순위)
 


사
			회
			복
			지
			시
			설
JDC 사랑의 리모델링 사업 신청서 1부
공사관련 사진 원본 요청


고유번호증 및 시설신고증 1부
 


개인정보수집․활용․제공동의서 1부
 


시설도면 1부
 


견적서 1부
 


* 모든 문서의 주민등록번호 뒷자리를 제외(뒷자리가 나오지 않게 발급 또는 보이지 않도록 처리)하고 제출함.




나. 접수일정
ㅇ접수기간 : 2019. 2. 19.(화)~ 3. 8.(금)
ㅇ서식다운 :
① 제주국제자유도시개발센터 홈페이지 공지사항
https://www.jdcenter.com
② 초록우산 제주종합사회복지관 홈페이지 공지사항
http://www.childfund-jeju.or.kr

ㅇ접수방법 : 재단 이메일 (childjeju@childfund.or.kr) 공문 제출
ㅇ서류발표 : 2019년 3월중 개별안내

다. 심사절차



신청접수
‣
서류1,2차 심사
‣
현장 확인
‣
최종평가




라. 선정기준
- 심사기준에 의거하여 고득점 순으로 대상자 선정
: 동점자가 발생하는 경우 주거의 위험성을 우선 적용 심사

3. 문의
ㅇ 초록우산 어린이재단 제주지역본부 복지사업팀
이성경팀장, 김은영 사회복지사 ☎ 753-3702~3



 
		"
67,"
				2019년도 제주국제자유도시개발센터 기록관리기준표 고시
			","


공공기록물관리에 관한 법률 시행령 제25조 제5항에 근거하여

제주국제자유도시개발센터의 2019년 기록관리기준표를 붙임과 같이 고시합니다.

 
		"
68,"
				JDC 제2차 사회적경제조직 지원사업 지원대상 모집 공고
			","


			                                                                                   JDC 제2차 사회적경제조직 지원사업 지원대상 모집 공고
 
제주국제자유도시개발센터(JDC)가 지원하고 (재)한국사회투자가 수탁 운영하는 「JDC 제2차 사회적경제조직 지원사업」의 지원대상을 다음과 같이 공고합니다.
 
                                                                                                                                                                                                                                2019년 1월 16일
                                                      제주국제자유도시개발센터(JDC)                                                      (재)한국사회투자
 
1. 사업개요
ㅇ (대상분야)
 - 일자리 창출, 사회서비스 제공 등 혁신적인 아이디어로 사회적 가치를 창출하는 기업, 제주의 장점과 특색을 살린 제주형 사업
ㅇ (지원대상) 제주 소재 성장기 사회적경제조직
 - 제주도 내 주 사무소*를 둔 (예비)사회적기업, (사회적)협동조합, 자활기업, 마을기업, 소셜벤처**
 - 공고일 현재 설립 3년 이상 또는 연 매출 4억원 이상인 성장기 기업



* 주 사무소: 법인 등기부등본 상 본/지점이 제주도 내 등록되어있고, 주된 사업장이 제주도라고 판단되는 경우
			** 소셜벤처: 한국사회적기업진흥원 주최 ‘사회적기업가육성사업’ 선정기업, ‘소셜벤처경연대회‘ 수상기업, 사회적가치 창출 추구하는 벤처기업 포함



ㅇ (지원규모 및 융자조건)
 - 지원규모 : 지원대상별 최소 30백만원 ~ 최대 100백만원
 - 융자기간 및 조건 : 최장 3년, 무이자 (1년 거치 2년 균등분할상환)
ㅇ (지원금액) 500백만원  * 최대 10개 기업/사회성과 인센티브 4천만원 이하포함
    ※ 세부내용은 ‘붙임자료’ 참조
 
2. 접수방법
ㅇ 접수기간 : 2019. 1. 16.(수) ~ 2019.1.30.(수) 낮 12시
  ※ 대상자가 없는 경우 연장 공고 할 수 있습니다.
ㅇ 접수방법 : 이메일 접수 (접수기간 중 이메일로 수시 접수) 
 - 구비서류를 파일로(한글, PDF 등) 순번대로 맞춰 압축하여 이메일 제출
 - 이메일 제목 및 파일명은 “JDC_법인명”으로 명기
ㅇ 제출서류
  - [붙임1] 제출서류 목록, [붙임2] 융자신청서 서식 참고
  ※ 제출 서류는 일체 반환하지 않습니다.
 
3. 사업설명회
ㅇ 일시 : 2019. 1. 23. (수) 14시
ㅇ 장소 : 제주 사회적경제지원센터 내 몬딱가공소 대강당
 - 제주특별자치도 제주시 중앙로 165번지 고용복지플러스센터 1층
  ※ 온라인 사전신청 요망 (http://naver.me/GTMaa5Of)
 
4. 기타 유의사항
ㅇ 본 사업 신청과 관련하여 발생하는 비용은 신청기관이 부담하며 제출된 서류는 일체 반환하지 않습니다.
ㅇ 신청서의 모든 내용은 객관적으로 입증할 수 있어야 하며, 사업 내용 및 제출서류가 허위로 밝혀질 경우 심사 중단, 융자금 회수 및 손해배상을 청구할 수 있으며. 이에 필요한 제반비용은 신청기관부담으로 합니다.
ㅇ 필요시 신청기관에게 추가 자료를 요청할 수 있습니다.
ㅇ 공지를 숙지하지 않아 발생한 불이익 및 책임은 신청 기업에 있습니다.
 
5. 문의안내
ㅇ 한국사회투자 JDC 사회적경제지원사업 담당자
 - 윤한득(02-2278-7544), 민경갑(02-2285-4390)
 - 이메일(new@sifund.kr)
 
		"
69,"
				항공우주박물관 드론 체험 특별기획전
			","




사업명
항공우주박물관 드론 체험 특별기획전


계약일자
2018.12.07.


계약시기
2018.12.07.


계약종기
2018.12.30.


예정가격(A) 또는 예정금액
19,800,000원


계약금액(B)
19,800,000원


계약율(B/A)
100%


업체명
퓨스포


대표자
김종우


주소
경기도 파주시 운정3길(상지석동)


수의계약사유
국계법시행령 제26조제1항5호가목


관련 부서명
항공우주박물관처



"
70,"
				JDC 사랑나눔 중국어캠프 신청기간 연장 알림
			","

제주한라대학교공자학원에서는  2018 「 JDC 사랑나눔 중국어 캠프 」 와 관련하여 신청기간을 연장 선발하고자 안내드리니 많은 참여바랍니다.  
   ​
가 .  사업명 : 2018 「 JDC 사랑나눔 중국어 캠프 」
나 .  캠프일정 : 2019 년  1 월  14 일 ( 월 ) - 1 월  18 일 ( 금 ), (4 박  5 일 ) 
다 .  대상 :  초등학생  6 학년 , 60 명 
라 .  참가비 :  무료
마 .  연장 신청기간 :  2018 년  12 월  24 일 ( 월 ) - 12 월  28 일 ( 금 ), 12:00
바 .  선발인원 :  제주도내 초등학교생  6 학년 , 40 여 명 예정
    *  총  60 명 선발 (JDC 선발  20 여명 외 일반 참가자 선발 ) 
사 .  선발발표 : 2018 년  12 월  28 일 ( 금 ), 17:00,  제주한라대학교공자학원 홈페이지 및 개별연락
아 .  선발방법 :  선발인원 초과 시 ,  전자추첨
문의 : 제주한라대학교 공자학원(741-6545)
"
71,"
				JDC 글로벌 인재육성 해외인턴십 수탁기관 모집 공고
			","

JDC 글로벌 인재육성 해외인턴십
수탁기관 모집 공고
 
제주국제자유도시개발센터는 제주출신 전국지역 대학생에게 해외인턴십의 기회를 제공하여 글로벌 핵심인재로 양성하고자 JDC 글로벌 인재육성 해외인턴십의 위탁 운영기관 모집을 다음과 같이 공고합니다.
2018년 12월 18일
제주국제자유도시개발센터 이사장
 
1. 사업개요
 ㅇ (사 업 명) JDC 글로벌 인재육성 해외인턴십
 ㅇ (사업내용)
    - 열정과 잠재력이 있는 제주출신 전국지역 대학생 대상으로 해외진출에 필요한 역량을 제고하여 해외인턴십 기회 제공 및 글로벌 인재육성
 ㅇ (사업기간) 협약일로부터 2020년 2월
 ㅇ (연수국가) 미국, 베트남
 ㅇ (지원대상) 제주도 출신 전국지역 대학생
   - 미국 20명, 베트남 10명, 총 30명 선발 (우선선정 대상* 20%)
    * 우선선정대상 범위 : 저소득층(기초생활수급자, 최저생계비 150% 이하_차상위 및 차차상위 계층, 소득1~3분위)·취업취약계층(장애인, 여성가장)·국가유공자의 자녀
 ㅇ (사업예산) 총사업비 금295,000,000원
    - JDC 지원비 259,000,000원, 학생자부담 36,000,000원
    ※ 세부내용은 ‘제안요청서’ 참조
 
2. 신청자격
 ㅇ 고용노동부에 (유료)직업소개사업소로 등록하고, 사업자등록증 상 종목에 ‘국외(유료)직업소개소’를 포함하고 있는 해외 취업교육·해외 취업지원 전문 사업자
3. 신청서 제출
 ㅇ 접수기간 : 2018년 12월 18일(화) ~ 12월 24일(월) 18:00 마감
 ㅇ 접수방법 : 우편 및 방문접수
 ㅇ 접 수 처 : 제주특별자치도 제주시 첨단로 213-4 제주첨단과학기술단지 엘리트빌딩 3층 홍보협력실
 ㅇ 제출서류 : 제안요청서 참조
 
4. 수탁기관 선정
 ㅇ 선정방법 : 서류 및 면접평가(사업계획 제안 설명 및 질의응답)
 ㅇ 평가일정 및 장소 : 2018.12.27.(목), 14시 예정 / JDC 본사 중회의실 2
 ㅇ 결과발표 : 선정기관 개별 통보
 
5. 기타 유의사항
 ㅇ 공개모집과 관련하여 제출된 서류는 일체 반환하지 않음
 ㅇ 공개모집에 응모하고자 하는 신청자는 JDC 홈페이지(www.jdcenter.com) 모집공고, 제안요청서 등 관련내용을 완전히 숙지하고 공개모집에 임하여야 하며,
      이를 숙지하지 못하여 발생한 사항에 대한 책임은 신청자에게 있 음
 ㅇ 제출된 서류의 내용이 사실과 다를 경우 수탁기관 선정을 무효로 할 수 있으며, 향후 공모참가 제한 등 제약을 받을 수 있음
 ㅇ 문의안내
    - 담당자 : 제주국제자유도시개발센터 홍보협력실 홍단비 과장
    - 연락처 : ☎ 064)797-5764 이메일 : sweetrain@jdcenter.com
 
		"
72,"
				공공기관 사회적가치기여도조사 관련 개인정보 제3자 제공사항 알림
			","


【공공기관 사회적가치기여도조사 관련 개인정보 제3자 제공사항 알림】
 
 
ㅇ ≪제주국제자유도시개발센터≫는 정보주체의 동의, 법률의 특별한 규정 등 「개인정보보호법」제17조 및 제18조에 해당하는 경우에만 개인정보를 제3자에게 제공합니다.
 
ㅇ ≪제주국제자유도시개발센터≫는 다음과 같이 개인정보를 제3자에게 제공하고 있습니다.
 
- 제공 일자 : 2018. 12. 12.
 
- 제공의 법적 근거 : 「개인정보보호법」제18조제2항제2호, 「공공기관 운영에 관한 법률」제13조제2항, 동법시행령 제17조제3항
 
- 제공받는 자의 개인정보 이용 목적 : 공공기관의 사회가치 기여수준에 대한 파악을 위한 ≪제주국제자유도시개발센터≫의 서비스를 직접 경험한자에 대한 설문조사 실시
 
- 제공하는 개인정보 항목 : 서비스 받은 업무명, 고객사명(법인),성명, 성별, 연령대(필요시), 직급, 전화번호
 
- 제공받는 자의 보유기간 : 2018년도 공공기관 사회적가치 기여도 조사 완료시까지
		"
73,"
				제주 사회적경제 소셜벤처 지원사업  '낭그늘'  참여대상 모집 공고
			","



"
74,"
				JDC 제2차 사회적경제조직 지원사업 수탁기관 모집 재공고
			","

JDC 제2차 사회적경제조직 지원사업 수탁기관 모집 공고
 
제주국제자유도시개발센터는 제주도 내 사회적경제조직 지원대상 발굴하고 혁신조직 성장 지원을 통한 지역 생태계 활성화 및 사회적 가치 실현을 위하여 사회적경제조직 지원사업을 위탁하고자 다음과 같이 공고합니다.
2018년 12월 11일
제주국제자유도시개발센터 이사장
 
1. 사업개요
 ㅇ (사 업 명) JDC 제2차 사회적경제조직 지원 사업
 ㅇ (사업내용)
   - 제주지역 일자리 및 사회서비스 창출을 사회적경제조직의 혁신성장 촉진을 위해 금융(투자), 컨설팅,
     네트워킹 지원 등 경영애로 해소지원
ㅇ (사업기간) 협약일로부터 40개월
ㅇ (지원대상) 사회적경제조직
  - 제주도 내에 주 사무소를 둔 (예비)사회적기업, 협동조합, 사회적협동조합, 마을기업, 자활기업 및 소셜벤처 등
ㅇ (사업금액) 700백만원
   ※ 세부내용은 ‘제안요청서’ 참조
 
2. 신청자격
ㅇ 사회적경제기업 지원 관련 수탁업무에 적합한 전문 인력·경험 갖춘 법인으로서
     사회투자 및 사회적금융 사업 수행을 목적으로 설립된 비영리 법인
  - 수익사업에 관한 민간 제안서 등에 대한 수익성 분석이 가능한 기관
  - 기업에 대한 신용평가, 재무분석, 보증설정 등 금융에 관한 전문성, 노하우 갖춘 역량 있는 기관
 
3. 신청서 제출
ㅇ 접수기간 : 2018년 12월 11일(화) ~ 12월 14일(금) 18:00 마감
ㅇ 접수방법 : 우편 및 방문접수
ㅇ 접 수 처 : 제주특별자치도 제주시 첨단로 213-4 제주첨단과학기술단지 엘리트빌딩 3층 홍보협력실
ㅇ 제출서류 : 제안요청서 참조
 
4. 수탁기관 선정
ㅇ 선정방법 : 서류 및 면접평가(사업계획 제안 설명 및 질의응답)
ㅇ 평가일정 및 장소 : 2018.12.20.(목), 14시 예정 / JDC 본사 중회의실 2
ㅇ 결과발표 : 선정기관 개별 통보
 
5. 기타 유의사항
ㅇ 공개모집과 관련하여 제출된 서류는 일체 반환하지 않음
ㅇ 공개모집에 응모하고자 하는 신청자는 JDC 홈페이지(www.jdcenter.com) 모집공고, 제안요청서 등 관련내용을
    완전히 숙지하고 공개모집에 임하여야 하며, 이를 숙지하지 못하여 발생한 사항에 대한 책임은 신청자에게 있음
ㅇ 제출된 서류의 내용이 사실과 다를 경우 수탁기관 선정을 무효로 할 수 있으며, 향후 공모참가 제한 등 제약을 받을 수 있음
ㅇ 문의안내
  - 담당자 : 제주국제자유도시개발센터 홍보협력실 홍단비 과장
  - 연락처 : ☎ 064)797-5764 이메일 : sweetrain@jdcenter.com

 
		"
75,"
				사회공헌사업 아이디어 공모 선정결과
			","


			2018 JDC 사회공헌사업 아이디어 공모 선정결과
 
 
국민이 기관에 원하는 사회기여 방안을 발굴하고 기관 사회공헌 사업에 실질적으로 반영하고자 개최한 JDC 사회공헌사업 아이디어 공모의 선정결과를 아래와 같이 알려드립니다.
 



구분
선정작
분야
사회공헌 아이디어 명칭
시상내역


대상
1팀
환경보전
제주형 통합 장바구니
상금 200만원 및 상장


최우수
2팀
복지나눔
장애인도 맛있는 제주 음식을 먹을수 있어요!
상금 100만원 및 상장


복지나눔
공유플랫폼을 활용한 저소득층 장애아동 보조기구 지원사업 활동


우수
3팀
복지나눔
초등학교 아동기 전환교육을 위한 예비학교‘얘들아 새싹학교 가자!’
상금 50만원 및 상장


지역상생
제주해녀 사망사고 예방을 위한 신기술(IOT, 드론)적용과 소득증대 시범사업


환경보전
쓰레기를 잘 버리면 제주를 후원할 수 있습니다.


참가상
20팀
문화진흥
제주도내 공공도서관 ‘북쉐어링 카(BOOK SHARING CAR)’ 운영
기프트콘
			(2만원상당)


복지나눔
청소년 독서치료 북멘토


환경보전
제주 환경보전 볼런투어 프로그램 : 멘도롱 버스


인재양성
도내 중고생 입시 정보 제공을 위한 입시 명강사 초청 토크쇼 지원


환경보전
화재로부터 안전한 제주 전통시장


문화진흥
찾아가는 예술, 제주 문화 더하기


복지나눔
도내 자연재해(태풍) 취약계층 대상 주거환경 개선사업


지역상생
제주마을과 전국 도시간 자매결연으로 관광안내/홍보관, 특산물 직거래장터 운영


지역상생
하르방 택배사업


복지나눔
한부모 가정 역량강화 지원사업


환경보전
지속가능한 제주를 위한 CVJ(Conservation Volunteer Jeju)


지역상생
다시 제주


지역상생
시니어 강사 요리 프로그램


복지나눔
JDC 취약계층 일자리 매칭 플랫폼


지역상생
JDC와 함께하는 “오버투어리즘-마을에서 답을 찾다”프로젝트


환경보전
JDC 노플라스틱 챌린지


복지나눔
JDC 책놀이 멘토링 봉사단


지역상생
JDC 폐교 재생 프로젝트


지역상생
제주 신생 창업기업 및 소상인 글로벌 육성 아카데미


환경보전
지역사회와 함께하는 아트콜라보




 
 
참여해주신 모든 분들께 진심으로 감사드립니다.
 
		"
